year,age,sex,race,fehelp,era
1977,25, 1, 2, 3, 1
1977,67, 1, 2, 2,.i
1977,25, 2, 2, 2, 2
1977,35, 1, 1, 3, 2
1977,32, 1, 1, 2,.i
1977,45, 1, 1, 3, 2
1977,29, 1, 1, 3, 1
1977,26, 1, 1, 2,.d
1977,30, 1, 1, 4,.i
1977,20, 1, 1, 3, 3
1977,68, 1, 1, 1, 2
1977,63, 1, 1, 2, 3
1977,51, 2, 1, 3, 2
1977,28, 2, 1, 3, 2
1977,27, 1, 1, 2, 3
1977,32, 1, 1, 2, 3
1977,30, 2, 1, 2, 2
1977,39, 2, 1, 1, 2
1977,40, 1, 1, 3, 2
1977,31, 1, 1, 3, 3
1977,41, 1, 1, 3, 2
1977,42, 1, 1, 3, 4
1977,26, 2, 1, 4, 1
1977,38, 2, 1, 3, 2
1977,33, 1, 1, 2, 2
1977,65, 2, 1, 3, 2
1977,53, 1, 1, 2, 3
1977,73, 2, 1, 2, 3
1977,46, 1, 1, 2, 3
1977,53, 2, 1, 1, 1
1977,42, 2, 1, 2, 2
1977,26, 1, 1, 2, 2
1977,44, 1, 1, 1, 2
1977,39, 2, 1, 3, 1
1977,42, 1, 1, 1, 1
1977,42, 2, 1, 3, 2
1977,20, 1, 1, 1, 3
1977,23, 1, 1, 2, 2
1977,23, 1, 1, 3, 2
1977,28, 2, 1, 3, 3
1977,51, 1, 1, 2, 2
1977,33, 2, 2, 4, 1
1977,23, 1, 2, 4, 2
1977,58, 1, 2, 2, 1
1977,32, 1, 2, 3, 1
1977,20, 2, 2, 3,.i
1977,33, 1, 2, 2, 3
1977,37, 1, 1, 1, 2
1977,54, 1, 1, 1, 3
1977,27, 2, 1, 4, 2
1977,65, 1, 1, 2, 4
1977,54, 1, 1, 3, 3
1977,50, 2, 1, 1, 4
1977,49, 1, 1, 3, 1
1977,30, 2, 1, 2,.i
1977,66, 1, 1, 2, 2
1977,54, 2, 1, 3, 1
1977,44, 2, 1, 2, 2
1977,31, 2, 1, 3, 2
1977,28, 1, 1, 4, 2
1977,52, 2, 1, 3, 2
1977,43, 2, 1, 1,.d
1977,55, 1, 1, 2, 2
1977,35, 1, 1, 2, 2
1977,47, 2, 1, 2, 3
1977,25, 2, 1, 3, 1
1977,42, 1, 1, 1,.n
1977,34, 1, 1, 3, 3
1977,28, 2, 1, 3, 2
1977,21, 1, 1, 3,.i
1977,63, 1, 1, 2,.i
1977,45, 2, 3, 1, 3
1977,25, 1, 1, 3,.n
1977,61, 2, 1, 2, 2
1977,35, 2, 1, 4, 2
1977,48, 2, 1, 3, 1
1977,46, 1, 1, 3, 1
1977,34, 2, 1, 3, 1
1977,25, 2, 1, 3, 2
1977,36, 2, 1, 2, 3
1977,45, 1, 1, 2, 2
1977,28, 1, 1, 3, 3
1977,44, 1, 1, 2, 2
1977,51, 1, 1, 3, 2
1977,51, 1, 1, 3, 2
1977,30, 2, 1, 1, 4
1977,73, 2, 1, 2, 3
1977,43, 1, 1, 2, 2
1977,51, 1, 1, 2, 1
1977,29, 2, 1, 4, 1
1977,34, 1, 1, 3,.i
1977,76, 1, 1, 2, 2
1977,72, 1, 1, 2, 4
1977,53, 2, 1, 2, 2
1977,59, 2, 1, 2, 2
1977,60, 1, 1, 2, 2
1977,40, 1, 1, 3, 2
1977,61, 1, 1, 1, 4
1977,37, 1, 2, 4, 1
1977,55, 2, 1, 3, 2
1977,48, 1, 1, 3, 1
1977,60, 2, 1, 3, 2
1977,41, 2, 2, 1, 2
1977,30, 2, 1, 3, 1
1977,31, 2, 1, 2, 2
1977,58, 1, 1, 2,.n
1977,58, 2, 1, 1,.n
1977,37, 1, 1, 2, 2
1977,60, 2, 1, 2, 2
1977,24, 1, 1, 2, 2
1977,57, 1, 1, 2, 3
1977,29, 2, 1, 2, 2
1977,51, 2, 1, 3, 2
1977,57, 2, 1, 1, 2
1977,37, 1, 3, 1, 2
1977,44, 1, 1, 3, 2
1977,34, 2, 1, 2, 2
1977,70, 1, 1, 2, 2
1977,62, 2, 1, 2,.i
1977,60, 2, 1, 3, 2
1977,73, 1, 1, 1, 4
1977,40, 1, 1, 3, 3
1977,73, 2, 1, 1, 4
1977,70, 2, 1, 2, 3
1977,36, 1, 1, 2, 4
1977,27, 2, 1, 2, 2
1977,53, 1, 1, 3, 1
1977,37, 1, 1, 2, 2
1977,32, 2, 2, 2, 3
1977,40, 2, 2, 2, 3
1977,26, 2, 2, 3, 3
1977,39, 1, 1, 2, 4
1977,83, 2, 2, 2, 3
1977,49, 1, 1, 1, 2
1977,28, 1, 2, 3, 2
1977,22, 2, 1, 3, 1
1977,65, 1, 1, 2, 2
1977,44, 2, 2, 2, 2
1977,28, 2, 1, 4, 1
1977,52, 2, 2, 3, 1
1977,31, 1, 1, 4, 1
1977,50, 2, 1, 3, 1
1977,49, 1, 1, 3, 2
1977,58, 2, 1, 2, 2
1977,30, 2, 1, 3, 1
1977,31, 1, 1, 4, 1
1977,25, 2, 1, 3, 2
1977,50, 2, 1, 1, 4
1977,31, 2, 1, 3, 2
1977,27, 1, 1, 3, 2
1977,63, 1, 1, 3, 1
1977,22, 1, 1, 3, 2
1977,29, 1, 1, 3, 2
1977,38, 2, 1, 2, 3
1977,50, 1, 1, 3, 2
1977,37, 1, 1, 3, 4
1977,24, 1, 1, 2,.d
1977,56, 2, 1, 2, 2
1977,56, 2, 1, 2, 1
1977,46, 1, 2, 2, 4
1977,45, 1, 2, 3, 2
1977,63, 1, 2, 2,.n
1977,48, 1, 2, 2, 1
1977,29, 2, 2, 2,.i
1977,25, 2, 2, 2, 2
1977,26, 2, 2, 3, 2
1977,66, 2, 1, 2,.i
1977,53, 2, 1, 1, 4
1977,46, 2, 1, 2, 1
1977,26, 1, 1, 3,.i
1977,40, 2, 2, 2, 2
1977,67, 2, 1, 2, 2
1977,57, 2, 1, 2, 1
1977,34, 2, 2, 3, 3
1977,28, 1, 3, 2,.i
1977,45, 1, 1, 3, 3
1977,26, 2, 1, 2, 3
1977,58, 2, 1, 2, 2
1977,43, 1, 1, 3, 2
1977,26, 1, 1, 3, 2
1977,85, 2, 1, 2, 2
1977,27, 1, 2, 2, 2
1977,26, 2, 1, 3, 2
1977,26, 1, 2, 2, 2
1977,24, 2, 2, 4,.i
1977,39, 1, 2, 3, 1
1977,38, 2, 2, 2, 1
1977,36, 1, 2, 3, 2
1977,49, 2, 2, 2, 2
1977,30, 1, 1, 3, 1
1977,49, 2, 1, 2, 2
1977,27, 2, 1, 2, 2
1977,70, 2, 1, 2, 2
1977,25, 2, 1, 1, 2
1977,58, 1, 1, 3, 3
1977,76, 1, 1, 3, 1
1977,59, 2, 1, 2, 2
1977,26, 2, 1, 1, 2
1977,38, 2, 1, 3,.i
1977,61, 2, 1, 2, 2
1977,27, 1, 1, 4, 2
1977,19, 1, 2, 3, 1
1977,65, 2, 2, 3, 1
1977,43, 1, 2, 3, 1
1977,76, 2, 2, 2,.i
1977,33, 2, 2, 3, 1
1977,57, 1, 2, 2, 2
1977,53, 2, 2, 2,.i
1977,59, 1, 1, 3, 2
1977,78, 2, 1, 2,.i
1977,67, 2, 1, 2, 2
1977,53, 2, 1, 2,.i
1977,21, 1, 1, 2, 3
1977,34, 2, 1, 3, 1
1977,36, 1, 1, 3, 2
1977,31, 2, 1, 1, 3
1977,30, 2, 1, 3, 2
1977,33, 2, 1, 3,.d
1977,21, 2, 1, 1, 1
1977,31, 2, 1, 1, 2
1977,20, 1, 1, 2,.i
1977,62, 1, 1, 2, 1
1977,42, 1, 1, 3,.i
1977,57, 2, 1, 1, 2
1977,19, 1, 2, 3, 1
1977,26, 2, 1, 2, 2
1977,50, 1, 2, 1, 4
1977,55, 2, 2, 3,.i
1977,71, 2, 2, 1,.i
1977,32, 2, 2, 3,.i
1977,57, 2, 2, 2, 1
1977,26, 2, 2, 3, 1
1977,33, 2, 2, 3, 2
1977,47, 1, 1, 3, 2
1977,54, 2, 1, 2, 3
1977,45, 2, 1, 2, 2
1977,43, 2, 1, 2, 4
1977,62, 2, 1, 1,.d
1977,46, 1, 1, 2,.d
1977,48, 1, 1, 2, 4
1977,26, 1, 1, 3, 2
1977,30, 2, 2, 2,.i
1977,22, 1, 1, 2,.i
1977,28, 2, 1, 2,.d
1977,45, 2, 1, 1,.i
1977,59, 1, 1, 2,.d
1977,58, 1, 1, 2, 2
1977,47, 1, 1, 2, 2
1977,33, 2, 1, 3, 2
1977,62, 2, 1, 2, 3
1977,70, 1, 1, 2, 3
1977,18, 2, 1, 2,.i
1977,38, 1, 1, 3, 3
1977,35, 2, 1, 3,.d
1977,62, 2, 1, 2,.d
1977,30, 1, 1, 3,.d
1977,35, 1, 1, 4,.d
1977,63, 2, 2, 2, 2
1977,59, 2, 2, 2,.i
1977,68, 2, 2, 1,.d
1977,30, 2, 1, 2,.i
1977,64, 2, 1, 1,.i
1977,20, 1, 1, 3, 2
1977,24, 1, 1, 3, 2
1977,39, 2, 1, 2,.i
1977,28, 1, 1, 3, 3
1977,29, 1, 1, 2, 3
1977,64, 1, 1, 1, 2
1977,45, 1, 1, 1,.d
1977,25, 1, 1, 3, 2
1977,26, 2, 1, 1,.i
1977,22, 2, 1, 2, 2
1977,67, 1, 1, 3, 1
1977,50, 1, 1, 3, 3
1977,68, 2, 1, 1, 4
1977,19, 1, 1, 3,.d
1977,36, 2, 1, 3, 2
1977,52, 2, 1, 2, 3
1977,58, 2, 1, 3, 1
1977,81, 1, 1, 2, 2
1977,74, 1, 1, 2, 2
1977,52, 1, 1, 2, 1
1977,62, 2, 1, 2, 2
1977,45, 2, 1, 2, 2
1977,25, 2, 1, 3, 2
1977,67, 2, 1, 3, 2
1977,52, 2, 1, 3, 1
1977,52, 1, 1, 1, 4
1977,38, 2, 1, 3, 1
1977,57, 2, 1, 2, 3
1977,34, 1, 1, 2, 2
1977,33, 1, 1, 2, 2
1977,50, 2, 1, 1, 4
1977,19, 2, 1, 1, 2
1977,50, 1, 1, 3, 2
1977,28, 2, 1, 2, 2
1977,26, 2, 1, 3, 2
1977,72, 1, 1, 1,.i
1977,68, 2, 1, 1, 4
1977,21, 2, 1, 3, 1
1977,43, 2, 1, 3, 2
1977,38, 2, 3, 1, 2
1977,55, 2, 1, 3, 2
1977,58, 2, 1, 3, 1
1977,23, 1, 1, 2, 3
1977,20, 2, 1, 4, 2
1977,47, 2, 1, 4, 2
1977,20, 1, 3, 1, 2
1977,26, 2, 1, 2, 1
1977,25, 2, 1, 4, 1
1977,67, 1, 1, 2, 2
1977,23, 1, 1, 4, 2
1977,67, 1, 1, 2, 1
1977,65, 2, 1, 2, 4
1977,70, 1, 1, 2, 1
1977,73, 1, 1, 2,.d
1977,74, 1, 2, 2, 1
1977,23, 2, 1, 2,.i
1977,36, 1, 1, 3,.i
1977,23, 2, 1, 2,.i
1977,42, 1, 1, 3, 1
1977,37, 2, 1, 4, 1
1977,31, 2, 1, 3,.i
1977,58, 2, 1, 2, 1
1977,64, 1, 1, 3, 2
1977,33, 2, 1, 3, 2
1977,59, 1, 1, 3, 1
1977,55, 2, 1, 3, 1
1977,64, 1, 1, 3, 1
1977,26, 1, 1, 3, 3
1977,50, 2, 1, 3, 1
1977,54, 2, 1, 3, 1
1977,39, 1, 1, 3, 2
1977,29, 2, 1, 4, 2
1977,51, 1, 1, 1, 2
1977,23, 2, 1, 4, 1
1977,68, 1, 1, 1, 3
1977,27, 1, 1, 4, 1
1977,25, 2, 1, 3, 1
1977,51, 2, 1, 3, 2
1977,71, 2, 1, 1, 2
1977,73, 1, 1, 2, 3
1977,68, 2, 1, 1, 4
1977,73, 2, 1, 3, 1
1977,73, 2, 1, 3,.i
1977,37, 1, 1, 1, 1
1977,34, 2, 1, 3, 2
1977,24, 1, 1, 3, 2
1977,34, 1, 1, 2, 2
1977,81, 2, 1, 2, 4
1977,37, 2, 1, 1, 2
1977,24, 1, 1, 2, 2
1977,36, 1, 1, 3, 3
1977,37, 2, 1, 2, 3
1977,36, 2, 1, 3, 2
1977,49, 1, 1, 1, 2
1977,35, 2, 1, 3, 3
1977,73, 2, 1, 2, 1
1977,56, 2, 1, 3, 2
1977,19, 2, 1, 2, 3
1977,44, 1, 1, 3, 1
1977,59, 1, 1, 2, 1
1977,55, 2, 1, 2, 2
1977,45, 1, 1, 2, 2
1977,55, 2, 1, 4,.i
1977,27, 2, 1, 3,.i
1977,20, 2, 1, 3,.i
1977,24, 1, 1, 4,.i
1977,38, 2, 1, 3, 2
1977,29, 1, 1, 3,.d
1977,37, 2, 1, 3, 1
1977,32, 2, 1, 4, 1
1977,27, 1, 1, 4, 1
1977,32, 2, 1, 4, 4
1977,28, 2, 1, 3, 2
1977,45, 1, 1, 4, 1
1977,63, 2, 1, 2, 3
1977,40, 1, 1, 4, 2
1977,28, 1, 1, 3, 2
1977,19, 2, 1, 3, 2
1977,37, 1, 1, 3, 1
1977,67, 1, 1, 2, 2
1977,65, 2, 1, 1, 2
1977,21, 1, 1, 2,.i
1977,59, 1, 1, 2,.n
1977,71, 1, 1, 3, 4
1977,56, 1, 1, 3, 2
1977,67, 2, 1, 2, 1
1977,81, 2, 1, 3,.i
1977,30, 1, 1, 3, 3
1977,44, 2, 1, 3, 1
1977,77, 2, 2, 1,.i
1977,20, 1, 1, 2, 2
1977,22, 2, 1, 2, 2
1977,86, 1, 1, 2, 2
1977,23, 2, 1, 3,.d
1977,77, 2, 1, 1,.d
1977,23, 1, 1, 2,.i
1977,77, 1, 1, 2, 2
1977,20, 2, 1, 3, 2
1977,44, 2, 1, 3,.i
1977,43, 1, 1, 2, 3
1977,20, 1, 1, 3,.i
1977,22, 1, 1, 2, 2
1977,65, 2, 1, 3, 2
1977,62, 1, 1, 3,.i
1977,27, 1, 1, 2,.d
1977,40, 2, 1, 1, 4
1977,27, 1, 1, 2, 2
1977,67, 2, 1, 2, 2
1977,41, 1, 1, 2, 2
1977,33, 1, 1, 2, 2
1977,39, 2, 1, 1, 2
1977,87, 2, 1, 1,.i
1977,48, 2, 1, 2, 2
1977,29, 2, 1, 2, 2
1977,57, 2, 1, 2,.i
1977,24, 1, 1, 4, 1
1977,45, 1, 1, 3, 3
1977,26, 2, 1, 3, 1
1977,80, 1, 1, 2, 3
1977,22, 2, 1, 3, 2
1977,29, 2, 1, 2, 2
1977,45, 1, 1, 3, 1
1977,33, 2, 1, 3, 2
1977,40, 1, 1, 2,.d
1977,32, 2, 1, 1, 1
1977,49, 1, 1, 2, 3
1977,34, 1, 1, 2,.i
1977,34, 1, 1, 4, 1
1977,79, 1, 1, 1,.i
1977,75, 1, 1, 1, 2
1977,31, 2, 1, 3, 2
1977,19, 2, 1, 3, 2
1977,42, 1, 1, 2,.i
1977,45, 1, 1, 2, 2
1977,58, 2, 1, 2, 2
1977,46, 1, 1, 3, 1
1977,58, 1, 1, 3, 2
1977,63, 2, 1, 1, 2
1977,61, 1, 1, 2, 4
1977,57, 2, 1, 1,.d
1977,22, 2, 1, 2, 1
1977,71, 1, 1, 2, 4
1977,70, 1, 1, 1, 4
1977,48, 1, 1, 1,.d
1977,38, 2, 1, 3,.d
1977,59, 1, 1, 2, 2
1977,72, 2, 1, 3,.i
1977,54, 1, 1, 3, 2
1977,62, 2, 1, 1, 2
1977,31, 2, 1, 2, 2
1977,50, 2, 1, 1, 2
1977,24, 2, 1, 3, 2
1977,28, 1, 1, 3,.d
1977,34, 2, 1, 2, 2
1977,71, 2, 1, 2,.i
1977,42, 1, 1, 3, 3
1977,33, 2, 1, 1, 4
1977,55, 2, 1, 2, 1
1977,35, 1, 1, 3, 2
1977,53, 1, 1, 1, 1
1977,42, 2, 1, 3, 2
1977,27, 2, 1, 2,.i
1977,24, 1, 1, 3,.i
1977,41, 1, 1, 2, 2
1977,34, 1, 1, 2, 3
1977,23, 2, 1, 3, 2
1977,26, 1, 1, 3, 2
1977,42, 1, 1, 2, 3
1977,45, 2, 1, 2,.i
1977,19, 1, 1, 3, 2
1977,33, 1, 1, 3, 2
1977,44, 2, 1, 1, 4
1977,36, 1, 1, 3, 2
1977,56, 2, 1, 2, 4
1977,42, 2, 1, 1,.i
1977,36, 1, 1, 2, 4
1977,32, 1, 1, 1,.d
1977,21, 2, 1, 2,.i
1977,62, 2, 1, 3,.d
1977,26, 2, 1, 2,.i
1977,37, 2, 1, 2, 4
1977,42, 2, 1, 3, 3
1977,33, 1, 1, 4, 1
1977,74, 1, 1, 2, 1
1977,21, 2, 1, 2, 2
1977,51, 1, 2, 2, 1
1977,54, 1, 1, 3,.i
1977,42, 1, 1, 2, 4
1977,41, 1, 1, 3, 2
1977,31, 2, 1, 2, 3
1977,28, 1, 1, 3, 2
1977,38, 2, 1, 4, 2
1977,26, 1, 1, 2, 2
1977,23, 2, 1, 4,.i
1977,58, 2, 1, 2,.d
1977,41, 1, 1, 3,.d
1977,45, 1, 1, 2, 2
1977,43, 2, 1, 2,.d
1977,47, 1, 1, 1, 3
1977,52, 2, 1, 2,.d
1977,28, 1, 1, 3,.d
1977,58, 2, 1, 3, 3
1977,22, 1, 1, 3, 2
1977,25, 2, 1, 3, 2
1977,20, 2, 1, 4,.d
1977,68, 1, 1, 2, 2
1977,26, 2, 1, 2, 3
1977,43, 2, 1, 3, 4
1977,37, 2, 1, 2, 3
1977,28, 2, 1, 3, 2
1977,53, 1, 1, 3, 1
1977,40, 2, 1, 3,.d
1977,66, 1, 1, 4, 2
1977,59, 2, 1, 3, 2
1977,63, 1, 3, 3,.d
1977,19, 1, 1, 4, 2
1977,41, 1, 1, 1, 4
1977,69, 2, 1, 1, 3
1977,59, 1, 1, 2, 3
1977,21, 1, 1, 4,.n
1977,46, 2, 1, 1, 4
1977,45, 2, 1, 2, 4
1977,49, 2, 1, 3, 4
1977,27, 1, 1, 3, 2
1977,75, 2, 1, 2,.i
1977,27, 1, 1, 2,.d
1977,51, 2, 1, 1,.d
1977,69, 2, 1, 2,.i
1977,30, 1, 1, 3,.d
1977,56, 1, 1, 2,.d
1977,77, 1, 1, 2, 1
1977,72, 1, 1, 3, 2
1977,33, 2, 1, 3, 1
1977,68, 1, 2, 3, 1
1977,21, 2, 1, 2, 2
1977,55, 2, 1, 3, 2
1977,33, 2, 1, 2, 2
1977,58, 1, 2, 1, 2
1977,60, 1, 1, 2, 3
1977,49, 1, 1, 2, 2
1977,68, 1, 1, 3, 1
1977,39, 2, 1, 3, 1
1977,41, 2, 1, 2, 2
1977,34, 2, 1, 2, 2
1977,39, 2, 1, 2, 3
1977,39, 1, 1, 2, 3
1977,24, 2, 1, 2, 2
1977,33, 2, 1, 2, 3
1977,54, 2, 1, 2, 3
1977,27, 1, 1, 3, 2
1977,20, 2, 1, 4, 2
1977,18, 1, 1, 4, 2
1977,49, 1, 1, 2, 2
1977,29, 2, 1, 3, 2
1977,36, 1, 1, 2, 3
1977,52, 1, 1, 2, 2
1977,45, 2, 1, 2, 2
1977,52, 2, 1, 2,.d
1977,50, 1, 1, 2, 2
1977,27, 2, 1, 3, 3
1977,71, 1, 1, 2, 4
1977,24, 1, 1, 3, 2
1977,25, 2, 1, 1,.i
1977,38, 2, 1, 3, 2
1977,59, 1, 1, 2, 3
1977,41, 1, 1, 2, 2
1977,69, 1, 1, 2, 3
1977,19, 2, 1, 3, 2
1977,75, 1, 1, 1, 2
1977,56, 1, 1, 1,.d
1977,22, 2, 1, 4, 1
1977,59, 1, 1, 2, 1
1977,69, 1, 1, 1,.i
1977,32, 1, 1, 3, 2
1977,49, 2, 1, 1, 4
1977,59, 2, 1, 2, 3
1977,44, 2, 1, 1, 3
1977,59, 2, 1, 2,.i
1977,57, 1, 1, 3, 2
1977,53, 1, 1, 1, 2
1977,32, 2, 1, 3, 2
1977,58, 1, 2, 2, 2
1977,81, 1, 2, 1, 1
1977,57, 2, 2, 2, 4
1977,22, 1, 1, 2, 2
1977,53, 1, 1, 2,.i
1977,43, 1, 1, 1, 2
1977,51, 1, 1, 1,.i
1977,69, 2, 1, 1, 4
1977,68, 2, 1, 1, 4
1977,57, 2, 1, 2, 2
1977,56, 2, 1, 2, 4
1977,22, 1, 1, 3,.d
1977,22, 1, 1, 2, 2
1977,41, 2, 1, 2, 4
1977,35, 1, 1, 3,.i
1977,53, 2, 1, 2,.i
1977,53, 2, 1, 1, 4
1977,51, 2, 1, 1,.d
1977,21, 2, 1, 2, 3
1977,33, 1, 1, 4, 2
1977,54, 1, 1, 2, 2
1977,36, 1, 1, 2, 3
1977,70, 2, 1, 2,.i
1977,42, 1, 1, 3, 3
1977,24, 1, 1, 3, 2
1977,42, 1, 1, 1, 1
1977,27, 1, 1, 2, 3
1977,23, 1, 1, 3, 1
1977,32, 1, 1, 2, 2
1977,71, 1, 1, 1, 4
1977,69, 1, 1, 1, 3
1977,69, 2, 1, 1,.i
1977,59, 1, 1, 2, 4
1977,54, 2, 1, 2, 2
1977,69, 2, 1, 1, 4
1977,57, 2, 1, 2,.i
1977,73, 1, 1, 2, 4
1977,43, 1, 1, 1,.i
1977,40, 2, 1, 2,.d
1977,28, 2, 1, 2, 4
1977,70, 2, 1, 4, 2
1977,41, 2, 1, 1, 4
1977,52, 2, 2, 2,.d
1977,52, 2, 1, 2, 2
1977,57, 2, 1, 2, 4
1977,63, 1, 2, 2,.d
1977,46, 2, 1, 2,.i
1977,50, 2, 2, 3,.d
1977,45, 1, 2, 3, 3
1977,28, 2, 2, 2, 1
1977,36, 1, 2, 3, 2
1977,44, 2, 2, 1, 1
1977,57, 2, 1, 2, 3
1977,30, 1, 1, 2,.i
1977,61, 1, 1, 2,.i
1977,54, 2, 1, 2, 2
1977,61, 2, 1, 3, 2
1977,45, 2, 1, 2, 3
1977,21, 1, 1, 2, 2
1977,28, 1, 1, 2, 4
1985,33, 1, 1, 3,.i
1985,49, 1, 1, 3,.i
1985,23, 2, 1, 4,.i
1985,26, 2, 1, 2,.i
1985,24, 2, 1, 3,.i
1985,45, 1, 1, 3,.i
1985,44, 2, 1, 4,.i
1985,56, 2, 1, 2,.i
1985,65, 2, 1, 2,.i
1985,32, 1, 3, 3,.i
1985,71, 1, 2, 2,.i
1985,79, 2, 2, 2,.i
1985,73, 1, 2, 2,.i
1985,77, 2, 2, 3,.i
1985,30, 2, 1, 3,.i
1985,69, 2, 1, 1,.i
1985,59, 1, 3, 1,.i
1985,67, 2, 1, 1,.i
1985,68, 1, 1, 2,.i
1985,28, 2, 1, 3,.i
1985,59, 2, 1, 2,.i
1985,69, 2, 1, 2,.i
1985,27, 2, 1, 3,.i
1985,81, 1, 2, 2,.i
1985,42, 1, 2, 3,.i
1985,38, 2, 2, 3,.i
1985,18, 1, 2, 3,.i
1985,32, 1, 3, 2,.i
1985,56, 2, 1, 2,.i
1985,32, 2, 1, 4,.i
1985,30, 2, 3, 3,.i
1985,27, 1, 1, 4,.i
1985,24, 2, 2, 3,.i
1985,84, 1, 1, 1,.i
1985,54, 2, 3, 2,.i
1985,41, 2, 2, 4,.i
1985,32, 2, 1, 1,.i
1985,56, 1, 2, 2,.i
1985,58, 1, 2, 3,.i
1985,40, 2, 1, 4,.i
1985,68, 1, 1, 4,.i
1985,26, 1, 1, 2,.i
1985,59, 2, 1, 2,.i
1985,33, 2, 1, 4,.i
1985,27, 2, 1, 2,.i
1985,23, 1, 1, 2,.i
1985,38, 2, 3, 3,.i
1985,24, 2, 1, 3,.i
1985,32, 2, 1, 3,.i
1985,33, 2, 1, 2,.i
1985,40, 2, 1, 3,.i
1985,24, 1, 1, 2,.i
1985,29, 1, 1, 3,.i
1985,28, 2, 1, 3,.i
1985,39, 2, 1, 4,.i
1985,41, 1, 1, 3,.i
1985,32, 1, 1, 3,.i
1985,31, 1, 1, 4,.i
1985,28, 2, 1, 4,.i
1985,69, 2, 1, 2,.i
1985,37, 1, 3, 3,.i
1985,26, 1, 1, 4,.i
1985,30, 2, 2, 3,.i
1985,22, 2, 1, 4,.i
1985,36, 1, 1, 3,.i
1985,32, 2, 3, 3,.i
1985,38, 2, 1, 3,.i
1985,40, 2, 1, 3,.i
1985,78, 2, 1, 1,.i
1985,42, 2, 1, 4,.i
1985,79, 2, 1, 3,.i
1985,36, 2, 1, 4,.i
1985,37, 2, 1, 4,.i
1985,38, 2, 1, 3,.i
1985,27, 2, 1, 2,.i
1985,39, 2, 1, 3,.i
1985,40, 2, 1, 1,.i
1985,63, 2, 1, 2,.i
1985,43, 1, 1, 3,.i
1985,49, 2, 1, 3,.i
1985,87, 2, 1, 1,.i
1985,59, 2, 1, 2,.i
1985,39, 2, 1, 3,.i
1985,56, 2, 3, 4,.i
1985,75, 1, 1, 2,.i
1985,79, 1, 1, 3,.i
1985,46, 2, 2, 3,.i
1985,44, 1, 2, 3,.i
1985,49, 2, 1, 3,.i
1985,32, 2, 2, 3,.i
1985,38, 2, 3, 3,.i
1985,53, 1, 1, 3,.i
1985,82, 2, 1, 2,.i
1985,22, 1, 1, 2,.i
1985,52, 2, 1, 3,.i
1985,83, 1, 1, 3,.i
1985,58, 2, 1, 2,.i
1985,28, 2, 1, 3,.i
1985,58, 1, 1, 3,.i
1985,52, 2, 1, 2,.i
1985,43, 1, 1, 3,.i
1985,51, 2, 1, 4,.i
1985,64, 1, 1, 2,.i
1985,41, 2, 1, 3,.i
1985,50, 1, 3, 2,.i
1985,29, 1, 2, 3,.i
1985,46, 2, 1, 3,.i
1985,51, 1, 3, 2,.i
1985,52, 2, 1, 3,.i
1985,58, 1, 1, 2,.i
1985,67, 2, 1, 2,.i
1985,27, 1, 3, 2,.i
1985,19, 1, 2, 2,.i
1985,34, 2, 1, 3,.i
1985,76, 2, 1, 2,.i
1985,55, 1, 1, 3,.i
1985,19, 1, 1, 3,.i
1985,57, 2, 1, 3,.i
1985,42, 1, 1, 4,.i
1985,30, 2, 1, 3,.i
1985,41, 2, 1, 4,.i
1985,40, 2, 1, 4,.i
1985,43, 2, 1, 3,.i
1985,58, 1, 1, 3,.i
1985,50, 1, 1, 4,.i
1985,28, 1, 1, 3,.i
1985,62, 1, 1, 2,.i
1985,27, 2, 1, 4,.i
1985,45, 1, 1, 3,.i
1985,57, 1, 1, 2,.i
1985,47, 2, 1, 2,.i
1985,34, 1, 1, 3,.i
1985,26, 2, 1, 4,.i
1985,49, 2, 1, 4,.i
1985,53, 1, 1, 2,.i
1985,31, 2, 1, 2,.i
1985,35, 2, 1, 4,.i
1985,38, 1, 1, 3,.i
1985,30, 2, 1, 3,.i
1985,60, 2, 1, 2,.i
1985,21, 2, 1, 4,.i
1985,69, 2, 1, 1,.i
1985,35, 1, 1, 2,.i
1985,78, 2, 1, 2,.i
1985,30, 1, 1, 3,.i
1985,40, 1, 1, 3,.i
1985,30, 2, 1, 4,.i
1985,59, 2, 1, 2,.i
1985,57, 2, 1, 2,.i
1985,32, 2, 1, 3,.i
1985,35, 2, 1, 3,.i
1985,28, 1, 1, 4,.i
1985,68, 1, 1, 1,.i
1985,83, 1, 1, 2,.i
1985,54, 1, 1, 1,.i
1985,30, 2, 1, 4,.i
1985,66, 1, 2, 2,.i
1985,59, 1, 2, 3,.i
1985,57, 1, 2, 1,.i
1985,41, 1, 2, 4,.i
1985,53, 1, 1, 2,.i
1985,29, 1, 1, 3,.i
1985,32, 1, 1, 3,.i
1985,20, 2, 1, 2,.i
1985,25, 1, 1, 3,.i
1985,72, 2, 1, 3,.i
1985,83, 2, 1, 2,.i
1985,66, 2, 1, 3,.i
1985,27, 2, 1, 3,.i
1985,20, 1, 1, 3,.i
1985,35, 1, 1, 3,.i
1985,47, 2, 1, 3,.i
1985,21, 2, 1, 3,.i
1985,56, 2, 1, 2,.i
1985,27, 2, 1, 4,.i
1985,53, 1, 1, 3,.i
1985,25, 1, 1, 4,.i
1985,46, 1, 1, 4,.i
1985,23, 1, 1, 4,.i
